textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
6ce4a4954b,juss came backk from Berkeleyy ; omg its madd fun out there  havent been out there in a minute . whassqoodd ?,fun,positive,noon,60-70,Côte d'Ivoire,26378274,318000.0,83
f0460d611d,not well,not well,negative,noon,60-70,Nicaragua,6624554,120340.0,55
931a866d3f,"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now","So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",neutral,morning,0-20,Andorra,77265,470.0,164
d723ea3299," doing pretty well, up and wide awake","doing pretty well,",positive,night,31-45,Peru,32971854,1280000.0,26
90a2cdb657,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red,favorite,positive,morning,46-60,Georgia,3989167,69490.0,57
98f25bc596,mannnn..... _ got an iphone!!! im jealous....  http://bit.ly/NgnaR,jealous..,negative,noon,60-70,Germany,83783942,348560.0,240
e5e2d9d1f3, _ i am glad to break my twitter virginity with you two.,glad,positive,night,70-100,Mexico,128932753,1943950.0,66
a8734230b6,Ew traffic,Ew traffic,negative,night,31-45,Brazil,212559417,8358140.0,25
417176c08e,who watched X-men origins: wolverine? i totally loved it! haha,i totally loved it!,positive,noon,21-30,Tuvalu,11792,30.0,393
af3fed7fc3,is back home now      gonna miss every one,onna,negative,morning,0-20,Benin,12123200,112760.0,108
3d2fcd78c8,Happy Star Wars day everyone! and Enjoy the holiday (UK),Happy Star Wars day everyone! and Enjoy the holiday (UK),positive,noon,21-30,Japan,126476461,364555.0,347
8a939bfb59,"Uh oh, I am sunburned","Uh oh, I am sunburned",negative,morning,46-60,Belarus,9449323,202910.0,47
e3731b6ce8, what`s goin on hun?  I`m worried about you,m worried,negative,night,31-45,Madagascar,27691018,581795.0,48
b6b35af246, thanks. before the major chop.,thanks. before the major chop.,neutral,night,70-100,Barbados,287375,430.0,668
a3de81e1ba, Hi  how are you doing ???  *just joined twitter...*,Hi  how are you doing ???  *just joined twitter...,neutral,night,31-45,Laos,7275560,230800.0,32
24532ab83c,"at dads, watching some mtv and am going on sims2 in a minutee","at dads, watching some mtv and am going on sims2 in a minutee",neutral,morning,0-20,Nigeria,206139589,910770.0,226
0404648e1c,?sucks!?..,?sucks!?..,negative,night,70-100,Panama,4314767,74340.0,58
fd9fb4f1ad,i realy wanted to go out cause its so nice but everybodys busy,busy,negative,noon,21-30,Malaysia,32365999,328550.0,99
85ec413e54, http://twitpic.com/4jaz5 - Cool... luv it,luv,positive,night,70-100,Czechia (Czech Republic),10708981,77240.0,139
4c41a35a2a,Happy Mothers day to all you Mums out there,Happy Mothers day to all you Mums out there,positive,night,70-100,Lesotho,2142249,30360.0,71
294df18b9f," I saw the play of it here, it was amazing",amazing,positive,noon,60-70,Mauritius,1271768,2030.0,626
04e2e334de,"Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc","Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc",neutral,morning,0-20,Haiti,11402528,27560.0,414
852edc3769,  I`m sorry.,I`m sorry.,negative,night,31-45,Burkina Faso,20903273,273600.0,76
f1f5e8edfa,I Miss Daddy and Mommy,I Miss Daddy and Mommy,negative,noon,60-70,Poland,37846611,306000.0,124
c017d0c221,http://twitpic.com/66xlm -  hate when my PARKED car gets hit,hate,negative,morning,46-60,Argentina,45195774,2736690.0,17
2dc51711bc, That`s very funny.  Cute kids.,funny.,positive,morning,46-60,Central African Republic,4829767,622980.0,8
80481307d5,Happy Mothers Day people. i love my mom a lot still,Happy Mothers Day people. i love my mom a lot still,positive,noon,21-30,Kenya,53771296,569140.0,94
e3cc598980," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",", he was soooo friendly.",positive,morning,46-60,Kuwait,4270571,17820.0,240
c25871ec9e," Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",shame,negative,noon,21-30,Myanmar (formerly Burma),54409800,653290.0,83
e48b0b8a23,Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.  Can`t wait to have a dragon pet,interesting.,positive,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64
7de057cf40,is cleaning the house for her family who is comming later today..,is cleaning the house for her family who is comming later today..,neutral,noon,60-70,Botswana,2351627,566730.0,4
24ee55f264,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,sick!,negative,noon,21-30,Uruguay,3473730,175020.0,20
9339ee8e0b, Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded,cool,positive,night,70-100,Kiribati,119449,810.0,147
a97db072ed,Gonna celebrate Mothers Day with the family but gonna start the partying tonite,partying,positive,noon,60-70,Saudi Arabia,34813871,2149690.0,16
48cdcd5f28,Car-warmed Sprite tastes like sore throat,Car-warmed Sprite tastes like sore throat,negative,night,31-45,Saint Lucia,183627,610.0,301
9642c003ef, what interview! leave me alone,leave me alone,negative,morning,46-60,Andorra,77265,470.0,164
c77717b103, I love to! But I`m only available from 5pm.  and where dear? Would love to help  convert her vids.Ã¯Â¿Â½,I love to!,positive,night,31-45,Czechia (Czech Republic),10708981,77240.0,139
1cbc812ece,"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned","just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",neutral,noon,21-30,Colombia,50882891,1109500.0,46
3440297f8b," S`ok, trying to plot alternatives as we speak *sigh*",*sigh*,negative,noon,60-70,Belgium,11589623,30280.0,383
9c4817f73b,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me leave some comment,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me,neutral,night,31-45,Mexico,128932753,1943950.0,66
05a0e60f99, I`m sorry to hear that.,sorry,negative,night,31-45,Kiribati,119449,810.0,147
01b2476dd7,going to bed its late and I have headache,headache,negative,noon,21-30,Azerbaijan,10139177,82658.0,123
b5dd587dd2, Sorry to hear ur flight got cancelled  that blows!!!,Sorry,negative,night,31-45,Niger,24206644,1266700.0,19
ca832cad51,Feeling smooth like chrome,Feeling smooth,positive,noon,21-30,Botswana,2351627,566730.0,4
ba309a37d1,can`t school just be done already? it hurts too much... seeing him every day,it hurts too much...,positive,morning,46-60,Haiti,11402528,27560.0,414
1af124bc1c, Always have wanted to go to Oz,Always have wanted to go to Oz,neutral,morning,46-60,Cuba,11326616,106440.0,106
e651d415c6, nite nite bday girl  have fun at concert,e fun,positive,night,70-100,Algeria,43851044,2381740.0,18
b63ed6da62,eating ice cream and then getting ready for graduation.,eating ice cream and then getting ready for graduation.,neutral,noon,60-70,Lebanon,6825445,10230.0,667
c4ab28566e,Ship. I`m stuck.,Ship. I`m stuck.,negative,night,70-100,Morocco,36910560,446300.0,83
50e14c0bb8,Soooo high,Soooo high,neutral,noon,21-30,Armenia,2963243,28470.0,104
40e7becabf,Hes just not that into you,Hes just not that into you,neutral,noon,21-30,Bhutan,771608,38100.0,20
6b018d3d2d, Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs.,Awesome.,positive,night,31-45,Maldives,540544,300.0,1802
504539e6ec, why are you sad?,sad?,negative,noon,21-30,Palestine State,5101414,6020.0,847
87fbf14655,holy smokes! star trek was freaking awesomeeeee,awesomeeeee,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83
d06582e26d,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,what an amazing day.,positive,morning,46-60,Greece,10423054,128900.0,81
abbd0db2a5, Nope I am in Coquitlam,Nope I am in Coquitlam,neutral,night,31-45,Spain,46754778,498800.0,94
dbbbbe6059,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",thank,positive,night,70-100,Iraq,40222493,434320.0,93
3408db03a3,Gonna read a story bout adam lambert online then bed. Nighty night,Gonna read a story bout adam lambert online then bed. Nighty night,neutral,night,31-45,Liechtenstein,38128,160.0,238
8d09044937,i need to get my computer fixed,i need to get my computer fixed,neutral,morning,46-60,Trinidad and Tobago,1399488,5130.0,273
28b57f3990,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,neutral,night,70-100,Antigua and Barbuda,97929,440.0,223
cd5d081760,seriously bored without anyone to talk to... but not tired enough for sleep,bored,negative,morning,46-60,Rwanda,12952218,24670.0,525
32e4ffe225,_420 why baby?,why baby?,neutral,morning,0-20,United States of America,331002651,9147420.0,36
8e1583cb08, Absolutely,Absolutely,neutral,noon,21-30,North Korea,25778816,120410.0,214
557e676fe4, I miss my neice  can`t wait to see her bad n grown ****! Lol,miss,negative,night,31-45,Tonga,105695,720.0,147
7b1927e748,happy mother`s day to all the mothers in the world.,happy,positive,night,70-100,Canada,37742154,9093510.0,4
35f393a245,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",BADDD.,negative,noon,60-70,Iceland,341243,100250.0,3
f84b89a828, Sounds like me,Sounds like me,neutral,night,70-100,Burkina Faso,20903273,273600.0,76
ee9ec7a5a4," Hey, you change your twitter account, and you didn`t even tell me...","Hey, you change your twitter account, and you didn`t even tell me...",neutral,noon,21-30,Iran,83992949,1630000.0,52
f3d95b57b1, good morning,good morning,positive,night,31-45,Syria,17500658,183630.0,95
58d382e07a, lucky kid...i so wanna see loserville  pity im in oz....,lucky,positive,morning,46-60,Ireland,4937786,68890.0,72
52483f7da8,"i lost all my friends, i`m alone and sleepy..i wanna go home","i lost all my friends, i`m alone and sleepy..",negative,morning,0-20,France,65273511,547557.0,119
dabe649ee3,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",GREAT,positive,morning,46-60,Indonesia,273523615,1811570.0,151
80e45e833f,i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .,i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .,neutral,night,70-100,Thailand,69799978,510890.0,137
cb4d439ebc,fell asleep waiting for my ride!,fell asleep waiting for my ride!,neutral,noon,60-70,Israel,8655535,21640.0,400
04d17ef61e," oh Marly, I`m so sorry!!  I hope you find her soon!! <3 <3","oh Marly, I`m so sorry!!  I hope you find her soon!! <3 <3",neutral,night,31-45,Bolivia,11673021,1083300.0,11
02d140362f,"Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah","Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah",neutral,noon,21-30,Slovakia,5459642,48088.0,114
a3ae670885, Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter,Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter,neutral,night,31-45,Ecuador,17643054,248360.0,71
3c4a21b2cb, hm... Both of us I guess...,hm... Both of us I guess...,neutral,noon,60-70,El Salvador,6486205,20720.0,313
f3a77c2b5e,_nesmith,_nesmith,neutral,night,31-45,Cabo Verde,555987,4030.0,138
73fa7068a2," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",chocked,negative,noon,60-70,Libya,6871292,1759540.0,4
960bbdc0c3,goooooddd morning tweets!!  week three OF my workout. did i mention i got my new glasses yesterday?!?,goooooddd morning tweets!!,positive,noon,21-30,Saudi Arabia,34813871,2149690.0,16
b7a9ba95d0,Dinner with the fam... I have missed them,I have missed them,negative,morning,0-20,Micronesia,115023,700.0,164
6824c44c21, me neither,me neither,neutral,morning,0-20,Singapore,5850342,700.0,8358
fc2cbefa9d, Journey!? Wow... u just became cooler.  hehe... (is that possible!?),Wow... u just became cooler.,positive,morning,46-60,Austria,9006398,82400.0,109
1b1b02af59,Just came 11th in cross country and beat dumbo,Just came 11th in cross country and beat dumbo,neutral,morning,46-60,Saint Vincent and the Grenadines,110940,390.0,284
4c73ad2888,Saw James carville in the store today. His head is really that bald,Saw James carville in the store today. His head is really that bald,neutral,noon,60-70,Bhutan,771608,38100.0,20
5a254fbb98, no sir...i woulda put honey...but i don`t have any,no sir...i woulda put honey...but i don`t have any,neutral,morning,0-20,Turkmenistan,6031200,469930.0,13
fab6b7d16c,im an avid fan of **** magazine and i love your magazines,avid fan of,positive,night,70-100,Croatia,4105267,55960.0,73
23e1f7dca4,Is at a photoshoot.,Is at a photoshoot.,neutral,night,70-100,Ghana,31072940,227540.0,137
a655fbb5eb,"Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",I love my,positive,morning,0-20,Mongolia,3278290,1553560.0,2
7ff2dbbe25,"All the cool people I want to find for following today are #English, and I guess the English don`t tweet.","All the cool people I want to find for following today are #English, and I guess the English don`t tweet.",neutral,night,70-100,Turkey,84339067,770000.0,110
2bf5c7dba7, I VOTED!!! do u have a personal myspace? i keep talking to fakes   i <3 you. u helped me thru the hrdest time of my life! (: x,i <3 you. u helped me thru the hrdest time of my life!,positive,night,31-45,Uganda,45741007,199810.0,229
940eb93dd5, Had parent teacher thing yesterday!! So boring going to skl on saturday!!  lol,boring,negative,morning,46-60,Sri Lanka,21413249,62710.0,341
254546cd2c," What`s sad is that I actually had to google that term. That sucks, tho.","That sucks, tho.",negative,night,70-100,Russia,145934462,16376870.0,9
b09362ee8e, Im not bannished... but I am at work till 6,Im not bannished.,negative,morning,46-60,Malawi,19129952,94280.0,203
a5a1c996c0, fine! Going to do my big walk today 20 or so miles,fine!,positive,morning,46-60,Serbia,8737371,87460.0,100
19526ac03e,tomorrow valeria`s lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it,tomorrow valeria`s lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it,neutral,morning,0-20,Sao Tome and Principe,219159,960.0,228
148ac38bea, Yes i work 6 to 3...,Yes i work 6 to 3...,neutral,night,70-100,Comoros,869601,1861.0,467
3d9d4b0b55,"i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more",dont like go,negative,morning,0-20,Dominica,71986,750.0,96
6e0c6d75b1,2am feedings for the baby are fun when he is all smiles and coos,fun,positive,morning,0-20,Argentina,45195774,2736690.0,17
59e77db781,Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,.it`s gorgeous out!,positive,noon,21-30,Luxembourg,625978,2590.0,242
59cb0c3a14, I only do computers. Am hopeless at everything else,Am hopeless at everything else,negative,morning,0-20,Serbia,8737371,87460.0,100
641555ac70," Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is","Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,342000.0,16
4ce121e2ad,_Mounce yes and it lasts way past my bedtime!,_Mounce yes and it lasts way past my bedtime!,neutral,noon,21-30,Kyrgyzstan,6524195,191800.0,34
ed084a1fa7,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,Happy,positive,night,31-45,Croatia,4105267,55960.0,73
4f84bea1cc, We never miss ICarly - my son has a huge crush on Miranda,crush,positive,morning,46-60,Benin,12123200,112760.0,108
079e4e3472,or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE,NOT THE SECRET NAMEREBECCA PLEASE,negative,noon,21-30,Togo,8278724,54390.0,152
9ce5570064,gotta restart my computer .. I thought Win7 was supposed to put an end to the constant rebootiness,gotta restart my computer .. I thought Win7 was supposed to put an end to the constant rebootiness,neutral,night,70-100,Brazil,212559417,8358140.0,25
974b35f889, =O you need to ask him something? Lmao I love him too,I love him too,positive,night,70-100,Pakistan,220892340,770880.0,287
b4d5f1e13e,"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",sick.,negative,morning,0-20,Kazakhstan,18776707,2699700.0,7
162a2510d2,DUSTBIN BABY ON AT 11.30 Cannot wait  x,Cannot wait,positive,morning,0-20,Mozambique,31255435,786380.0,40
375e74d063," Haha I know, I cant handle the fame!  and thank you!",d thank you!,positive,morning,0-20,Belarus,9449323,202910.0,47
0a61cbf4b5,I am sooo tired,I am sooo tired,negative,morning,0-20,Indonesia,273523615,1811570.0,151
08975f62a8," ah yes, I know that feeling","ah yes, I know that feeling",neutral,night,70-100,South Africa,59308690,1213090.0,49
c7489a23fa,"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",Hopefully,positive,noon,60-70,Colombia,50882891,1109500.0,46
a2cf6cc397," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",happy,positive,noon,60-70,Kyrgyzstan,6524195,191800.0,34
ee37bea884,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral,morning,0-20,Burundi,11890784,25680.0,463
1b13ed8b4b,im thinking that im going to have fun tonight....and maybe some changes are coming,going to have fun,positive,noon,60-70,Bangladesh,164689383,130170.0,1265
919fa93391,"i`ve been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... http://tinyurl.com/mnf4kw",sick,negative,night,70-100,Belize,397628,22810.0,17
f0c1601d8b,  has tickets.......?,has tickets.......?,neutral,morning,46-60,Micronesia,115023,700.0,164
f78761f7ec,What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,neutral,noon,21-30,Nepal,29136808,143350.0,203
